id,area_sqft,bedrooms,bathrooms,age_years,basement,garage_spaces,lot_size_sqft,floors,neighborhood,year_sold,month_sold,sale_price
460,1170,1,1,18,1,2,3503,1,South,2021,5,222000
461,1018,1,1,16,1,2,4583,1,West,2021,8,192000
462,1710,3,1,18,0,1,8526,1,South,2021,7,270000
463,3261,4,1,49,1,1,18260,2,East,2022,10,612000
464,2167,3,3,44,0,2,7600,2,Central,2023,3,411000
465,3660,6,2,3,1,2,17394,3,Central,2023,5,970000
466,1879,3,1,7,0,2,10177,2,West,2021,5,285000
467,1188,2,1,11,0,1,6070,1,East,2022,10,269000
468,3120,5,1,6,1,1,13454,3,East,2022,10,761000
469,1115,1,1,37,1,1,3319,1,West,2021,2,105000
470,4235,5,3,18,0,3,19034,2,Central,2021,2,923000
471,1251,2,1,21,1,2,6934,1,Central,2021,6,287000
472,3709,5,3,40,0,1,9471,2,Central,2021,11,803000
473,1549,2,2,37,0,1,7864,1,Central,2023,6,265000
474,3374,5,3,2,0,1,12849,2,North,2022,12,640000
475,1871,4,2,31,1,2,6279,1,West,2021,8,293000
476,4018,6,4,11,1,2,13127,3,Central,2021,2,954000
477,1400,3,2,4,1,3,7731,1,Central,2021,10,348000
478,1858,3,1,2,1,2,6222,1,Central,2023,4,468000
479,4428,6,3,15,0,1,17189,2,East,2023,6,1034000
480,2467,3,1,6,1,2,10168,1,West,2023,1,402000
481,1653,3,1,4,1,2,9605,2,North,2022,2,425000
482,1695,3,2,29,0,0,4294,2,East,2022,4,380000
483,2250,3,2,35,1,3,6231,2,East,2023,1,481000
484,2034,3,1,3,1,3,8493,2,Central,2021,11,462000
485,2450,4,1,1,1,2,12974,1,Central,2021,1,493000
486,3784,6,3,40,1,2,10633,2,West,2023,3,649000
487,945,1,1,1,1,2,2518,1,North,2022,4,258000
488,903,2,1,46,1,2,2778,1,East,2021,4,191000
489,3842,6,6,25,1,0,18091,3,West,2022,7,682000
490,3290,4,1,5,0,1,18079,1,North,2023,3,617000
491,1734,2,1,3,1,1,4476,1,South,2023,1,354000
492,2253,3,3,1,0,2,5305,2,Central,2023,3,498000
493,1168,1,1,3,0,2,2850,1,North,2022,1,253000
494,1065,1,1,2,1,2,4367,1,North,2021,8,262000
495,2360,4,1,24,1,2,11061,1,East,2021,8,434000
496,2053,3,1,3,1,1,10453,1,Central,2021,4,391000
497,2165,4,2,18,1,2,10524,1,Central,2023,2,502000
498,1337,2,1,22,0,2,6353,1,Central,2021,3,256000
499,4075,5,4,4,1,1,22971,2,West,2021,12,693000
500,3510,6,5,1,0,1,12324,3,East,2022,2,1021000
501,1715,3,3,1,1,3,9847,2,Central,2021,10,517000
502,1678,3,2,1,1,2,9790,1,East,2022,12,461000
503,2308,3,3,32,0,0,6932,2,South,2022,6,297000
504,3426,4,1,5,1,3,12579,3,East,2021,8,764000
505,1753,3,1,36,1,2,9153,1,Central,2021,11,322000
506,1458,2,1,11,1,1,8471,1,Central,2023,5,323000
507,3537,5,2,13,1,0,21188,2,South,2022,3,679000
508,3355,4,3,17,0,1,15199,2,East,2021,7,672000
509,3879,6,1,31,0,2,8139,3,Central,2023,5,887000
510,3097,5,4,4,0,2,14673,2,North,2023,1,695000
511,2166,4,3,2,0,1,7317,1,West,2022,7,337000
512,1752,2,2,20,1,2,10466,1,East,2023,6,457000
513,3941,5,4,5,1,1,15284,1,South,2022,4,718000
514,2631,4,2,12,1,0,13233,2,East,2021,12,648000
515,942,1,1,26,1,2,4717,1,East,2021,7,210000
516,1215,3,1,15,1,1,5808,1,West,2022,12,232000
517,1974,4,2,24,1,2,7210,2,Central,2021,4,464000
518,3421,5,5,19,1,3,8155,2,East,2023,3,795000
519,4456,6,5,32,1,1,26573,2,Central,2022,6,957000
520,940,1,1,30,1,0,2591,1,West,2021,9,117000
521,1967,4,1,18,0,0,4900,1,South,2022,7,289000
522,1816,3,2,28,1,2,8068,1,East,2023,5,449000
523,4199,5,5,42,0,2,11402,2,West,2021,8,623000
524,2756,5,2,11,1,2,11816,1,North,2021,9,547000
525,3183,4,1,10,1,2,9937,2,South,2022,1,559000
526,1706,3,2,34,0,1,8679,2,Central,2021,10,324000
527,1963,3,1,22,1,1,9522,1,West,2022,7,272000
528,1473,3,1,2,1,1,3981,1,South,2021,6,282000
529,1316,2,1,43,1,2,7698,1,South,2021,4,205000
530,3498,4,3,1,1,1,10115,1,South,2021,12,547000
531,3136,5,1,33,0,2,12674,3,East,2021,6,623000
532,4268,6,2,34,1,2,20438,3,North,2023,4,876000
533,3659,5,4,47,1,1,20008,2,North,2022,12,770000
534,1843,4,1,2,0,2,9320,2,South,2023,6,403000
535,3386,4,2,23,1,3,18356,1,West,2022,8,491000
536,3667,6,6,11,1,0,10053,2,North,2022,3,881000
537,3500,6,1,5,0,1,10369,1,North,2021,9,614000
538,1081,1,1,2,1,2,4668,1,North,2022,1,285000
539,2023,3,2,20,0,2,11066,1,South,2022,6,341000
540,925,2,1,14,1,1,2200,1,North,2022,4,238000
541,3684,5,1,2,1,3,14762,2,East,2023,2,1076000
542,2355,4,4,24,0,2,7296,2,East,2021,3,484000
543,1240,3,1,32,1,3,4305,1,South,2022,1,258000
544,2402,3,1,34,0,1,5422,1,Central,2022,1,401000
545,2022,4,1,44,1,3,8404,1,East,2021,7,407000
546,2422,4,3,10,1,1,6434,2,North,2022,10,467000
547,1585,3,2,47,1,1,6585,1,South,2022,9,246000
548,2485,3,1,41,0,3,10236,2,Central,2021,8,419000
549,2353,3,2,4,1,0,13388,2,Central,2023,1,496000
550,3331,4,4,3,1,3,9846,3,South,2021,2,655000
551,1855,3,2,11,1,2,5648,2,North,2021,8,415000
552,2774,5,2,9,1,3,5587,2,East,2021,5,729000
553,1764,2,1,21,0,2,9811,2,East,2021,6,417000
554,2407,4,3,22,1,2,8156,1,East,2021,4,477000
555,3219,5,1,33,1,0,9330,2,East,2022,3,659000
556,1711,2,1,17,1,2,4811,2,South,2023,2,382000
557,1291,2,1,2,1,2,7306,1,North,2022,7,301000
558,939,2,1,41,1,2,3775,1,East,2023,1,239000
559,3380,5,3,5,0,1,12588,1,Central,2023,3,700000
560,2082,4,2,49,0,2,5752,1,North,2022,6,339000
561,2728,5,1,2,0,2,12742,1,West,2021,2,432000
562,1104,2,1,48,0,1,6054,1,East,2022,4,190000
563,1371,2,1,2,1,2,2791,1,South,2021,1,274000
564,1258,2,2,3,1,3,7466,1,Central,2021,4,293000
565,1913,3,3,1,1,1,8260,2,East,2022,6,519000
566,2441,4,1,30,1,2,12253,2,East,2021,6,474000
567,2415,3,3,40,1,3,14018,2,East,2023,6,538000
568,2493,4,3,11,1,0,8578,1,North,2021,3,418000
569,3734,6,2,46,1,2,8965,1,East,2023,5,937000
570,1829,4,3,22,1,2,9717,1,East,2022,12,462000
571,1625,2,2,25,1,2,6524,2,North,2023,4,404000
572,3176,4,1,40,0,2,15420,2,East,2023,6,644000
573,1798,3,2,4,0,2,8301,1,North,2023,4,454000
574,2009,4,1,6,1,0,4760,1,South,2021,12,310000
575,2837,4,2,44,1,2,7350,1,West,2021,12,398000
576,3786,6,1,44,1,2,18765,2,North,2022,5,792000
577,971,1,1,49,1,0,3366,1,West,2021,9,100000
578,4491,6,5,44,1,0,18404,3,Central,2023,4,953000
579,2392,3,3,2,1,3,6435,2,North,2023,4,552000
580,1185,1,1,38,1,2,4929,1,East,2022,11,254000
581,1960,4,3,10,1,2,11032,1,East,2021,3,499000
582,4157,6,1,50,0,3,13530,1,East,2021,5,852000
583,2122,4,3,14,1,2,6723,2,West,2023,4,415000
584,2010,4,2,20,0,3,9045,1,East,2023,2,452000
585,2296,4,1,18,1,3,7329,2,North,2022,1,507000
586,1449,3,2,5,1,2,5138,1,North,2021,4,315000
587,1239,3,1,2,1,2,5873,1,West,2021,7,249000
588,928,2,1,43,1,2,3800,1,South,2021,4,163000
589,1018,2,1,37,1,3,5591,1,Central,2022,7,271000
590,1167,1,1,2,1,2,4846,1,West,2022,7,226000
591,1082,2,1,35,1,1,3076,1,North,2021,7,216000
592,2195,4,2,25,1,1,9452,1,South,2023,6,366000
593,1171,1,1,10,1,1,6328,1,South,2022,12,252000
594,1640,3,2,4,1,3,6851,1,East,2021,7,448000
595,2612,4,1,41,0,3,7074,2,Central,2021,10,558000
596,2211,3,1,30,0,2,9710,2,North,2021,1,359000
597,2045,3,1,19,1,2,9415,1,South,2023,5,344000
598,1253,2,2,23,1,3,3956,1,South,2022,10,230000
599,1221,2,2,2,1,1,4722,1,North,2021,3,264000
600,1346,2,1,14,1,0,7403,1,East,2022,4,308000
601,1520,2,2,3,1,2,4337,1,East,2022,8,324000
602,1423,3,2,3,1,3,4037,1,South,2023,1,353000
603,1018,2,2,27,1,2,3651,1,East,2021,3,264000
604,1294,2,1,44,1,1,3851,1,South,2022,8,146000
605,1490,3,3,9,1,0,8057,1,South,2021,11,248000
606,1795,3,3,3,1,2,5697,1,South,2021,9,348000
607,1160,1,1,26,0,3,2514,1,East,2022,12,252000
608,1646,3,2,42,0,2,6380,1,East,2022,12,387000
609,2326,3,1,33,1,2,11576,2,North,2021,12,410000
610,2047,4,1,41,1,1,12015,1,North,2022,10,345000
611,901,2,1,18,1,3,2350,1,North,2022,1,247000
612,3033,5,1,33,1,1,15401,3,North,2023,6,589000
613,2426,4,1,2,1,1,7138,2,East,2022,4,519000
614,1451,3,3,5,1,3,4106,1,South,2022,3,316000
615,3204,4,3,8,1,3,17821,1,East,2023,1,743000
616,4237,5,2,17,0,2,13754,3,South,2022,2,737000
617,1586,2,1,46,0,2,3483,2,East,2022,8,257000
618,1101,2,1,42,1,1,5836,1,West,2023,2,166000
619,2873,4,2,2,1,0,9009,2,East,2022,12,675000
620,2942,4,1,3,1,1,16313,2,North,2022,1,605000
621,971,2,1,6,1,2,3882,1,North,2021,6,286000
622,1580,2,1,4,1,1,6768,2,South,2021,12,295000
623,1939,3,2,24,1,3,8777,1,East,2021,7,446000
624,2239,4,2,44,1,1,8356,2,North,2022,2,412000
625,1922,3,1,48,1,2,11522,2,South,2022,4,325000
626,2280,3,3,27,0,2,6877,2,Central,2023,5,482000
627,2469,3,2,39,1,2,11377,2,North,2021,4,407000
628,2628,5,4,18,1,1,7595,1,Central,2021,4,614000
629,1207,2,1,3,1,3,7228,1,Central,2022,5,319000
630,1419,2,2,18,1,2,3034,1,Central,2021,5,274000
631,2817,5,1,20,1,2,16257,1,Central,2023,2,658000
632,3183,4,4,33,1,2,7143,3,North,2021,5,615000
633,2019,4,2,3,1,1,11716,2,North,2021,2,415000
634,1935,3,1,7,1,2,4627,2,North,2021,8,377000
635,1312,3,2,6,0,2,4786,1,North,2021,11,320000
636,2314,3,1,48,1,3,11742,1,South,2022,1,298000
637,1903,4,1,12,1,3,7090,2,Central,2022,12,469000
638,1467,3,1,34,1,1,8712,1,South,2022,5,252000
639,1030,1,1,33,1,0,6060,1,South,2022,12,129000
640,1797,3,1,4,0,1,7361,2,West,2021,10,308000
641,1330,2,1,21,1,3,4590,1,North,2021,5,305000
642,2281,3,2,43,1,0,7464,1,South,2022,10,334000
643,1288,2,1,14,0,2,2948,1,South,2022,4,215000
644,2294,4,1,47,0,2,11471,2,Central,2021,12,369000
645,1078,2,1,3,0,2,4456,1,East,2022,1,283000
646,3131,5,1,2,1,1,10411,3,West,2021,12,527000
647,2183,4,3,43,0,1,9738,1,North,2023,6,392000
648,1909,3,2,40,0,2,10892,1,Central,2023,4,344000
649,2916,5,1,50,0,0,16928,2,South,2022,9,423000
650,2162,3,1,28,1,0,5640,1,West,2023,1,296000
651,900,2,1,46,1,0,5022,1,Central,2021,6,185000
652,1912,4,3,39,1,2,6516,1,East,2021,8,440000
653,1894,3,2,40,1,1,9574,1,East,2021,1,363000
654,2716,4,1,21,0,1,6562,2,North,2021,2,516000
655,2041,3,1,8,1,1,4096,1,South,2021,5,351000
656,1493,3,2,46,1,1,4850,1,Central,2021,7,260000
657,1521,3,2,11,0,2,5639,2,North,2021,10,257000
658,2271,3,1,19,1,1,4872,1,Central,2021,7,417000
659,1930,3,1,12,0,2,9504,2,West,2021,5,337000
660,2077,4,1,20,0,1,10585,1,East,2021,8,401000
661,2053,3,2,14,1,3,10244,2,East,2022,4,526000
662,3953,6,1,1,1,0,19603,2,North,2021,4,861000
663,2292,4,2,42,0,3,11830,2,South,2022,2,353000
664,1118,1,1,12,1,3,3052,1,South,2022,1,262000
665,1423,2,1,22,1,2,5062,1,South,2021,11,228000
666,1384,3,1,2,1,3,2801,1,Central,2021,8,339000
667,1073,1,1,1,1,1,3943,1,South,2021,8,202000
668,1574,2,1,3,1,1,3258,2,East,2022,11,370000
669,986,1,1,30,1,1,2381,1,North,2023,1,258000
670,1190,1,1,2,1,1,3626,1,West,2021,7,188000
671,1427,3,2,44,0,1,6621,1,East,2023,1,276000
672,3180,5,4,3,1,2,8894,3,East,2023,3,819000
673,1548,3,1,3,1,0,8231,1,Central,2023,5,374000
674,2235,3,3,3,0,1,10050,1,Central,2022,12,472000
675,1944,3,1,1,1,1,10956,2,West,2021,12,323000
676,3596,6,3,35,0,2,17534,3,Central,2021,3,843000
677,1140,2,1,42,1,3,6343,1,East,2023,4,272000
678,2289,4,1,24,0,2,5805,2,Central,2022,9,425000
679,3818,6,1,3,1,2,12404,2,East,2022,9,986000
680,2731,4,1,4,0,1,6254,2,North,2022,9,580000
681,3326,5,2,14,0,2,6970,1,Central,2022,4,621000
682,1103,1,1,47,1,0,3921,1,North,2022,10,146000
683,1050,2,2,3,1,3,4164,1,South,2023,2,288000
684,1626,2,1,32,1,2,6792,1,North,2021,6,322000
685,3548,6,6,12,0,1,11629,1,South,2021,3,682000
686,1851,4,2,4,1,3,7186,1,South,2021,3,381000
687,2087,4,3,13,1,3,11936,1,West,2021,3,349000
688,1525,3,1,2,1,2,8225,1,Central,2021,11,303000
689,3371,5,5,37,1,0,8730,2,North,2021,5,622000
690,974,2,2,3,1,2,2244,1,West,2022,9,243000
691,2067,3,1,31,1,1,7020,2,North,2021,6,418000
692,2025,4,2,2,1,1,11136,1,North,2022,3,455000
693,2245,4,1,47,1,1,12672,1,West,2023,2,333000
694,1489,2,1,3,1,2,4608,1,Central,2023,5,375000
695,1099,2,1,42,1,2,6140,1,North,2021,1,198000
696,2336,4,2,37,1,1,11906,2,South,2023,5,369000
697,1293,2,1,48,0,3,5545,1,North,2023,3,202000
698,2107,3,1,14,1,1,7134,1,Central,2022,9,442000
699,1309,3,1,32,1,0,6505,1,South,2022,11,210000
700,1850,4,1,7,1,2,9968,2,East,2022,8,512000
701,1752,2,1,3,1,3,3602,2,Central,2021,8,458000
702,1571,2,1,12,1,3,3621,1,East,2023,1,381000
703,2305,4,2,3,1,2,5233,1,Central,2021,2,463000
704,905,1,1,49,1,1,5158,1,Central,2022,3,192000
705,1009,2,1,2,1,3,4790,1,East,2023,4,349000
706,4298,6,1,22,1,3,21592,3,East,2022,4,1022000
707,2036,4,1,25,1,1,9093,1,South,2022,3,348000
708,2725,4,1,19,1,2,9536,1,Central,2022,10,602000
709,1080,2,1,27,1,2,2889,1,South,2021,9,157000
710,2424,4,2,2,1,2,11259,1,West,2021,5,402000
711,3481,4,2,20,1,3,7317,2,South,2021,2,574000
712,2313,3,2,4,0,0,7827,1,South,2022,10,304000
713,2131,4,1,46,1,2,12190,2,North,2023,1,386000
714,2076,3,2,34,1,1,4404,1,East,2022,12,453000
715,1652,3,2,49,0,2,6116,1,South,2023,3,269000
716,4071,6,4,1,1,2,15380,1,North,2021,4,876000
717,2756,4,1,4,0,1,8296,2,South,2023,1,506000
718,4440,5,2,3,1,1,14915,2,South,2023,3,765000
719,1024,1,1,1,1,3,5857,1,East,2021,4,297000
720,2968,4,4,3,1,2,13736,2,South,2022,5,601000
721,3637,6,3,28,1,2,18566,1,North,2023,2,830000
722,1375,3,2,3,1,1,5497,1,East,2023,5,385000
723,1583,2,1,17,1,2,3676,2,West,2022,12,315000
724,3044,5,1,43,0,2,11629,3,East,2023,6,654000
725,2173,4,2,29,0,3,10955,1,Central,2021,9,404000
726,3110,5,2,9,1,1,10658,3,North,2021,3,662000
727,1224,3,1,7,1,2,6049,1,Central,2021,2,285000
728,3473,4,4,13,0,0,7862,1,East,2021,3,646000
729,1353,2,1,3,1,0,5752,1,East,2021,2,328000
730,1527,2,1,25,1,2,7938,1,East,2022,9,302000
731,1416,3,2,6,1,1,5960,1,South,2023,6,331000
732,2937,4,2,40,1,0,7822,2,South,2021,4,433000
733,2451,3,2,34,1,2,12291,2,West,2021,2,365000
734,2162,4,4,24,1,2,9331,2,North,2022,11,430000
735,2057,3,1,6,1,2,5402,2,East,2023,2,519000
736,3419,4,1,3,1,2,18061,1,West,2021,9,460000
737,1763,3,1,35,1,2,4794,2,South,2022,2,309000
738,3262,5,2,15,0,1,19026,2,South,2021,2,488000
739,2483,4,3,3,0,1,13909,1,South,2021,2,367000
740,2087,4,2,3,0,2,4776,1,North,2023,4,422000
741,2061,4,1,3,1,1,10602,1,North,2021,12,408000
742,1866,4,4,35,1,3,5082,2,North,2021,7,428000
743,3270,5,5,3,1,2,13197,3,North,2022,10,696000
744,1854,3,1,18,1,1,10082,1,South,2021,2,290000
745,1552,2,2,13,1,2,7325,1,South,2021,11,316000
746,2784,4,4,21,1,3,7112,2,Central,2022,8,678000
747,2385,3,1,42,1,0,12828,1,Central,2021,12,308000
748,2397,4,3,41,0,1,13163,2,North,2023,4,379000
749,4034,5,2,12,1,3,16903,1,South,2022,2,737000
750,2097,4,2,1,1,1,5202,1,East,2022,3,497000
751,1541,2,2,11,1,0,8107,2,North,2022,7,302000
752,3745,5,3,23,1,1,13737,3,East,2023,4,1030000
753,1882,4,2,20,0,2,7001,1,South,2022,2,383000
754,2051,3,2,26,1,2,6843,2,South,2022,12,362000
755,979,1,1,3,1,2,2136,1,Central,2021,12,282000
756,3231,4,1,26,0,3,10696,1,Central,2021,4,597000
757,1893,4,3,3,1,2,4217,1,Central,2021,1,481000
758,1841,4,2,33,1,3,9106,1,South,2021,7,314000
759,2779,5,3,5,1,2,16527,1,Central,2022,7,707000
760,2844,5,3,30,1,0,7233,2,East,2023,5,675000
761,1227,3,2,1,1,3,6134,1,East,2022,9,384000
762,2154,4,2,10,0,0,9478,1,Central,2022,1,410000
763,982,2,1,30,1,2,2874,1,Central,2021,8,223000
764,2642,5,3,3,1,0,11633,1,West,2022,4,481000
765,1054,1,1,36,1,2,3113,1,South,2022,12,155000
766,1837,3,1,25,0,3,5489,1,East,2022,10,368000
767,2893,4,2,22,1,1,16943,2,West,2021,7,441000
768,3211,4,2,6,1,1,16060,3,Central,2021,5,660000
769,1757,2,1,15,1,1,6081,1,West,2022,4,294000
770,3224,4,1,23,0,2,16015,2,South,2023,3,523000
771,1119,1,1,14,0,1,2991,1,East,2022,12,242000
772,2566,4,1,30,0,2,7704,1,North,2023,3,552000
773,1324,2,1,11,1,1,4752,1,Central,2022,6,293000
774,2018,3,2,3,0,1,5262,2,North,2021,8,368000
775,2839,5,1,3,1,2,16729,2,East,2023,4,736000
776,1455,2,2,1,1,2,6175,1,Central,2022,8,371000
777,1377,2,1,5,1,1,5540,1,East,2021,7,266000
778,2926,5,2,33,1,2,9149,2,Central,2023,1,653000
779,2564,4,3,36,1,3,5612,1,Central,2022,9,607000
780,1812,3,2,3,1,1,10238,1,North,2021,1,443000
781,2453,4,3,48,1,1,14215,2,East,2021,6,460000
782,2031,4,2,16,0,2,11937,2,West,2021,12,329000
783,1298,2,1,45,0,1,6956,1,East,2023,3,238000
784,2389,4,1,30,1,0,9382,2,East,2021,8,395000
785,1498,3,1,31,1,2,5350,1,East,2021,7,269000
786,4469,5,3,2,0,1,13530,1,North,2021,11,837000
787,2313,3,1,3,1,1,10141,2,East,2021,10,486000
788,1621,2,1,1,1,3,7079,2,North,2022,6,439000
789,2478,3,1,31,0,1,6486,1,North,2022,7,352000
790,4402,6,1,5,1,3,21681,1,East,2022,7,1009000
791,1489,3,1,36,0,1,7489,1,East,2023,6,277000
792,1990,4,3,5,1,3,9849,2,North,2021,1,455000
793,2089,3,1,38,1,2,4338,1,West,2022,5,281000
794,1607,3,2,2,1,0,4658,1,South,2023,3,331000
795,1260,2,2,3,1,2,2652,1,Central,2022,2,317000
796,2806,4,2,5,1,3,10223,1,South,2022,9,564000
797,4272,6,6,10,1,1,12895,1,North,2023,4,909000
798,2000,4,4,5,1,2,4768,2,West,2023,1,449000
799,2474,3,1,34,1,2,10456,2,East,2022,12,467000
800,4414,6,2,2,1,2,20399,1,South,2022,3,763000
801,3477,4,1,6,1,2,18490,1,South,2022,1,526000
802,1329,2,1,39,1,0,5798,1,North,2022,4,199000
803,2152,4,3,2,0,1,4706,2,South,2022,4,405000
804,2366,4,1,47,0,2,7754,1,North,2023,3,375000
805,2353,4,1,50,1,3,4897,1,East,2022,2,434000
806,3060,5,3,2,0,1,18049,2,Central,2021,11,661000
807,4320,5,1,4,1,2,21668,3,West,2021,11,677000
808,4118,6,3,7,1,0,12722,3,North,2021,8,894000
809,1826,4,2,35,1,2,8553,1,Central,2022,8,379000
810,1399,3,2,23,1,2,7582,1,East,2021,12,329000
811,3725,6,4,26,1,2,17295,1,North,2022,9,839000
812,2780,4,2,34,1,3,9280,2,West,2021,6,408000
813,1346,2,1,2,0,1,2841,1,South,2022,7,252000
814,3998,5,1,39,1,1,13032,2,South,2022,8,681000
815,2530,5,2,30,0,3,10697,2,North,2021,4,571000
816,1999,4,1,21,1,1,11284,1,East,2021,9,404000
817,1945,3,2,43,1,2,7520,1,North,2022,3,356000
818,2285,4,2,30,1,2,6127,2,West,2021,8,356000
819,1595,3,2,3,1,2,3568,2,East,2023,2,443000
820,2418,4,1,11,0,1,5338,1,East,2021,3,441000
821,2915,4,2,15,1,1,8781,2,North,2021,6,572000
822,1069,2,1,2,0,2,3237,1,Central,2023,6,317000
823,2461,4,2,47,1,1,10556,1,East,2022,11,443000
824,2079,4,1,2,1,2,6083,2,East,2023,3,539000
825,1731,3,2,30,1,2,4204,1,West,2021,10,256000
826,4138,5,1,16,1,1,9463,2,North,2021,12,800000
827,2147,3,1,1,1,1,5366,2,South,2022,12,425000
828,1628,3,1,45,0,3,9375,1,East,2021,8,355000
829,3429,4,3,40,1,2,18572,1,East,2021,9,636000
830,2004,4,3,18,1,2,4087,1,North,2022,4,427000
831,1506,3,1,3,1,3,4219,2,South,2021,9,291000
832,2178,4,2,2,1,2,6588,2,South,2022,8,436000
833,1578,2,1,6,1,3,5645,1,Central,2022,12,327000
834,927,1,1,4,1,1,4373,1,South,2022,11,222000
835,1686,3,1,16,0,3,6771,2,South,2023,6,386000
836,2259,4,2,48,1,1,7021,2,Central,2023,6,410000
837,3939,5,1,21,1,3,22815,2,East,2021,3,949000
838,1739,3,1,43,1,3,6233,1,East,2021,3,396000
839,2488,4,1,26,1,1,11685,2,East,2022,2,486000
840,2073,4,2,14,1,2,8182,2,East,2021,2,477000
841,1086,2,1,40,0,2,3076,1,East,2023,1,238000
842,1652,3,1,14,1,0,5245,2,North,2022,6,398000
843,1166,1,1,41,0,2,3629,1,Central,2021,9,177000
844,3889,5,2,4,1,1,13663,2,North,2022,11,856000
845,1235,3,2,2,1,3,4332,1,South,2023,4,358000
846,1817,3,1,40,1,1,3669,1,North,2022,4,337000
847,1365,3,1,22,1,2,3467,1,West,2022,7,220000
848,3835,5,5,43,0,1,13710,3,East,2022,11,933000
849,1946,3,3,46,1,1,9571,1,West,2021,5,266000
850,2380,3,1,2,0,2,12066,1,West,2022,7,319000
851,1288,2,1,16,0,2,6961,1,North,2021,6,185000
852,2785,5,3,7,1,0,14425,1,South,2021,5,474000
853,1331,2,1,25,0,3,4063,1,East,2021,6,258000
854,2759,5,2,36,1,0,7151,1,South,2021,8,446000
855,983,2,2,4,1,2,4161,1,South,2022,10,245000
856,1381,3,3,20,1,2,5762,1,Central,2023,1,360000
857,919,1,1,30,1,2,2547,1,West,2021,9,100000
858,2368,3,2,2,1,1,9630,1,South,2022,11,397000
859,2153,3,2,38,1,2,6120,2,West,2021,10,296000
860,953,1,1,23,1,2,4343,1,West,2022,10,224000
861,3475,5,2,47,0,1,11892,1,North,2022,8,486000
862,1959,4,4,5,1,1,10638,1,South,2023,3,419000
863,1830,4,1,2,1,0,9446,1,South,2021,10,295000
864,2266,3,1,16,1,0,10680,1,South,2021,10,303000
865,1671,2,1,2,0,0,7256,2,South,2022,4,275000
866,2400,3,1,48,0,1,7507,2,Central,2023,3,429000
867,1567,2,1,1,1,2,5052,2,East,2023,4,398000
868,941,2,2,33,1,1,4068,1,Central,2022,11,227000
869,3273,5,1,18,1,1,16675,2,South,2023,3,556000
870,3532,5,2,7,1,1,8716,1,North,2021,11,764000
871,1854,3,1,2,1,2,3843,2,Central,2022,7,491000
872,1104,1,1,24,1,1,3956,1,East,2021,11,244000
873,2460,3,1,22,0,2,12537,1,Central,2022,6,427000
874,1621,3,2,4,1,2,5372,2,North,2021,12,393000
875,1536,3,2,44,0,2,9057,2,Central,2023,3,320000
876,1056,2,1,5,1,1,3689,1,East,2022,11,321000
877,2745,5,4,12,1,2,13065,1,North,2022,2,618000
878,1730,2,1,19,1,1,6439,2,West,2023,3,337000
879,1384,3,2,2,1,3,5871,1,West,2022,9,316000
880,1585,2,1,46,0,2,9174,2,North,2023,3,225000
881,1017,1,1,7,1,2,5838,1,Central,2023,6,295000
882,2178,3,1,2,1,3,6246,2,West,2023,1,413000
883,1123,2,1,8,1,2,5572,1,South,2021,11,236000
884,1376,3,3,23,1,1,5104,1,North,2021,11,293000
885,3217,4,2,17,1,0,11586,3,South,2021,12,489000
886,1162,1,1,29,0,2,4756,1,South,2021,3,141000
887,2386,3,3,2,1,3,9161,2,East,2022,12,543000
888,1277,2,1,4,0,3,3317,1,West,2021,9,208000
889,1071,1,1,38,1,2,5715,1,West,2021,7,124000
890,1520,2,1,2,1,1,6405,2,East,2021,5,346000
891,3122,4,3,40,1,2,9347,3,North,2022,10,621000
892,3487,4,1,2,1,2,10378,3,Central,2022,1,732000
893,3266,5,2,39,0,2,11567,3,South,2022,4,519000
894,2336,3,1,6,1,2,7172,1,South,2021,5,381000
895,1718,3,1,24,0,2,7626,2,West,2022,9,336000
896,1067,2,1,3,0,3,5886,1,West,2023,1,253000
897,1218,3,1,2,1,2,4945,1,Central,2022,8,354000
898,2611,4,1,3,0,0,13116,2,Central,2021,4,593000
899,1492,2,2,2,0,1,4298,1,Central,2021,9,318000
900,926,2,1,5,1,3,2626,1,East,2021,5,313000
901,1219,3,1,17,1,3,5481,1,North,2022,1,286000
902,1489,2,1,22,0,1,8803,1,East,2023,1,294000
903,1593,2,1,36,1,2,4717,2,North,2021,2,272000
904,1985,3,3,27,1,3,6881,2,North,2022,5,453000
905,2007,4,1,23,1,3,9958,1,North,2021,3,379000
906,3465,5,2,10,1,2,19161,3,North,2021,8,698000
907,3233,4,1,14,1,1,11601,1,East,2021,7,643000
908,1804,3,2,10,1,2,7374,1,South,2023,3,398000
909,977,2,2,40,1,1,4053,1,South,2022,8,181000
910,2207,4,3,3,0,3,7466,1,Central,2021,3,465000
911,2308,4,1,1,1,1,6285,2,West,2021,10,381000
912,1542,2,1,26,1,2,8054,2,Central,2021,8,312000
913,1849,3,1,3,1,2,9886,2,East,2022,7,531000
914,1705,3,2,43,0,2,9409,2,South,2021,5,224000
915,2314,4,1,41,1,2,7314,1,North,2022,3,393000
916,2392,4,2,2,1,0,13061,2,West,2022,2,395000
917,1208,3,1,2,1,2,2865,1,Central,2023,3,349000
918,4371,5,1,16,1,1,13182,1,North,2021,10,754000
919,3201,4,1,23,1,1,16769,2,Central,2022,11,640000
920,1514,3,2,4,0,3,5988,1,East,2022,2,358000
